# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 14:04:00 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
#
loc_rowid,pl_name,pl_controv_flag,pl_orbper,pl_orbsmax,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
29143,Kepler-908 b,0,1.34060748,,,,,,,,,5327.99,1.59,0.92,-0.010,0.264,4.00,,0.3220
29144,Kepler-908 b,0,1.34059747,0.024800,,,,0.000000,1939.72,1692,,5977.00,1.02,1.13,0.210,,4.47,,2.8175
29145,Kepler-908 b,0,1.34059747,0.024800,,,,0.000000,1939.72,1692,,5977.00,1.02,1.13,0.210,,4.47,,2.8175
29146,Kepler-908 b,0,1.34059747,0.024800,,,,0.000000,1939.72,1692,,5977.00,1.02,1.13,0.210,,4.47,,2.8175
29147,Kepler-908 b,0,1.34059854,,,,,,,,,5327.99,1.59,0.92,-0.010,0.264,4.00,,0.3220
29148,Kepler-908 b,0,1.34059747,,,,,,,,,5973.00,1.12,1.11,0.150,,4.38,3.020,
29149,Kepler-908 b,0,1.34059678,,,,,,,,,5327.99,1.59,0.92,-0.010,0.264,4.00,,0.3220
29150,Kepler-908 b,0,1.34059678,0.024700,,,,0.000000,2393.35,1783,,5992.00,1.12,1.12,0.180,,4.38,,2.6304
29151,Kepler-908 b,0,1.34063800,0.025000,,,,0.000000,,1764,,5986.00,1.11,1.15,,,4.41,1.700,
29152,Kepler-908 b,0,,,,,,,3304.10,,,6053.00,1.29,,,,,,
29153,Kepler-909 b,0,13.93290318,,,,,,,,,6154.00,1.23,1.17,0.080,,4.33,2.880,
29154,Kepler-909 b,0,13.93291548,0.117500,,,,0.000000,124.53,852,,6026.00,1.21,1.11,0.100,,4.32,,0.5853
29155,Kepler-909 b,0,13.93291548,,,,,,,,,6015.47,1.26,1.11,0.162,0.273,4.28,,0.7810
29156,Kepler-909 b,0,13.93290318,0.118800,,,,0.000000,91.78,789,,6028.00,1.05,1.15,0.210,,4.46,,6.6729
29157,Kepler-909 b,0,,,,,,,127.24,,,6042.00,1.21,,,,,,
29158,Kepler-909 b,0,13.93296076,,,,,,,,,6015.47,1.26,1.11,0.162,0.273,4.28,,0.7810
29159,Kepler-909 b,0,13.93300143,,,,,,,,,6015.47,1.26,1.11,0.162,0.273,4.28,,0.7810
29160,Kepler-909 b,0,13.93281000,0.120000,,,,0.000000,,817,,6037.00,1.13,1.18,,,4.40,1.220,
29161,Kepler-909 b,0,13.93290318,0.118800,,,,0.000000,91.78,789,,6028.00,1.05,1.15,0.210,,4.46,,6.6729
29162,Kepler-909 b,0,13.93290318,0.118800,,,,0.000000,91.78,789,,6028.00,1.05,1.15,0.210,,4.46,,6.6729
29163,Kepler-91 b,0,6.24658000,0.073100,257.44230,257.44230,0.40000,,,2040,,4550.00,6.30,1.31,0.110,,2.95,,
29164,Kepler-91 b,0,6.24667547,,,,,,,,,4643.39,6.38,,0.432,,,,
29165,Kepler-91 b,0,,,,,,,3273.32,,,4605.00,6.38,,,,,,
29166,Kepler-91 b,0,6.24669600,,241.54000,241.54000,0.43000,0.018000,,,,4643.39,6.38,,0.432,,,,
29167,Kepler-91 b,0,6.24668005,,,,,,,,,4709.00,6.40,1.28,-0.070,,2.93,4.470,
29168,Kepler-91 b,0,6.24658000,0.073000,146.20180,146.20180,,0.050000,,2000,,4600.00,6.40,1.30,0.740,,2.96,,
29169,Kepler-91 b,0,6.24658000,0.072000,279.68000,279.68000,0.44000,0.066000,,,K3,4550.00,6.30,1.31,0.110,1.225,2.95,4.860,0.0073
29170,Kepler-91 b,0,6.24668005,,209.76000,209.76000,,0.051900,,,,4643.39,6.38,,0.432,,,,
29171,Kepler-91 b,0,6.24668005,0.073300,,,,0.000000,3192.12,1917,,4605.00,6.53,1.34,0.290,,2.94,,0.0088
29172,Kepler-91 b,0,6.24668005,0.073300,,,,0.000000,3192.12,1917,,4605.00,6.53,1.34,0.290,,2.94,,0.0088
29173,Kepler-91 b,0,6.24668005,0.073300,,,,0.000000,3192.12,1917,,4605.00,6.53,1.34,0.290,,2.94,,0.0088
29174,Kepler-91 b,0,6.24650863,,,,,,,,,4643.39,6.38,,0.432,,,,
29175,Kepler-91 b,0,6.24654458,,,,,,,,,4643.39,6.38,,0.432,,,,
29176,Kepler-91 b,0,6.24658000,0.076000,,,,0.000000,,2132,,4837.00,7.60,1.50,,,2.85,2.660,
29177,Kepler-91 b,0,6.24667547,0.070900,,,,0.000000,3095.83,1902,,4604.00,6.22,1.22,0.300,,2.94,,0.0068
29178,Kepler-910 b,0,2.36436901,0.037600,,,,0.000000,2084.81,1723,,6173.00,1.51,1.27,0.170,,4.19,,0.5638
29179,Kepler-910 b,0,2.36436901,0.037600,,,,0.000000,2084.81,1723,,6173.00,1.51,1.27,0.170,,4.19,,0.5638
29180,Kepler-910 b,0,,,,,,,2108.07,,,6230.00,1.51,,,,,,
29181,Kepler-910 b,0,2.36436901,,,,,,,,,6230.00,1.50,1.26,0.120,,4.19,3.390,
29182,Kepler-910 b,0,2.36436762,,,,,,,,,6117.24,1.57,1.15,0.073,0.494,4.11,,0.4179
29183,Kepler-910 b,0,2.36436762,0.038200,,,,0.000000,2228.09,1752,,6250.00,1.54,1.33,0.320,,4.18,,0.5204
29184,Kepler-910 b,0,2.36433867,,,,,,,,,6117.24,1.57,1.15,0.073,0.494,4.11,,0.4179
29185,Kepler-910 b,0,2.36436901,0.037600,,,,0.000000,2084.81,1723,,6173.00,1.51,1.27,0.170,,4.19,,0.5638
29186,Kepler-910 b,0,2.36432000,0.037000,,,,0.000000,,1597,,6134.00,1.29,1.22,,,4.30,2.650,
29187,Kepler-911 b,0,20.31050100,0.158600,,,,0.000000,185.76,942,,6081.00,1.95,1.29,-0.030,,3.97,,1.1367
29188,Kepler-911 b,0,20.31035000,0.155000,,,,0.000000,,891,,5990.00,1.76,1.21,,,4.03,4.940,
29189,Kepler-911 b,0,20.31050100,0.158600,,,,0.000000,185.76,942,,6081.00,1.95,1.29,-0.030,,3.97,,1.1367
29190,Kepler-911 b,0,20.31056961,,,,,,,,,6096.31,2.02,1.14,-0.026,0.707,3.88,,0.1942
29191,Kepler-911 b,0,20.31047472,,,,,,,,,6096.31,2.02,1.14,-0.026,0.707,3.88,,0.1942
29192,Kepler-911 b,0,20.31050100,,,,,,,,,6112.00,1.99,1.34,0.030,,3.97,3.550,
29193,Kepler-911 b,0,20.31047472,0.154900,,,,0.000000,177.81,931,,6065.00,1.88,1.20,0.000,,3.97,,1.1643
29194,Kepler-911 b,0,20.31055173,,,,,,,,,6096.31,2.02,1.14,-0.026,0.707,3.88,,0.1942
29195,Kepler-911 b,0,,,,,,,198.72,,,6080.00,1.97,,,,,,
29196,Kepler-911 b,0,20.31050100,0.158600,,,,0.000000,185.76,942,,6081.00,1.95,1.29,-0.030,,3.97,,1.1367
29197,Kepler-912 b,0,2.53475627,0.033900,,,,0.000000,519.95,1218,,5662.00,0.81,0.81,-0.440,,4.53,,0.0715
29198,Kepler-912 b,0,2.53475627,0.033900,,,,0.000000,519.95,1218,,5662.00,0.81,0.81,-0.440,,4.53,,0.0715
29199,Kepler-912 b,0,2.53475627,0.033900,,,,0.000000,519.95,1218,,5662.00,0.81,0.81,-0.440,,4.53,,0.0715
29200,Kepler-912 b,0,2.53475568,0.033900,,,,0.000000,519.95,1218,,5662.00,0.81,0.81,-0.440,,4.53,,0.0413
29201,Kepler-912 b,0,,,,,,,2694.60,,,5659.00,1.83,,,,,,
29202,Kepler-912 b,0,2.53475568,,,,,,,,,5746.00,1.90,1.03,,0.552,3.89,,0.2102
29203,Kepler-912 b,0,2.53477300,0.037000,,,,0.000000,,1185,,5439.00,0.90,1.01,,,4.53,,
29204,Kepler-912 b,0,2.53475627,,,,,,,,,5998.00,1.11,1.07,0.020,,4.37,3.160,
29205,Kepler-912 b,0,2.53476428,,,,,,,,,5746.00,1.90,1.03,,0.552,3.89,,0.2102
29206,Kepler-913 b,0,10.29672521,0.087800,,,,0.000000,58.90,707,,5412.00,0.77,0.86,-0.200,,4.59,,4.3070
29207,Kepler-913 b,0,10.29672521,0.087800,,,,0.000000,58.90,707,,5412.00,0.77,0.86,-0.200,,4.59,,4.3070
29208,Kepler-913 b,0,10.29674097,,,,,,,,,5440.00,0.81,0.95,,-0.282,4.59,,2.4830
29209,Kepler-913 b,0,10.29672521,0.087800,,,,0.000000,58.90,707,,5412.00,0.77,0.86,-0.200,,4.59,,4.3070
29210,Kepler-913 b,0,10.29674097,0.100900,,,,0.000000,384.86,1129,,6068.00,1.80,1.29,0.160,,4.04,,4.0877
29211,Kepler-913 b,0,10.29678000,0.091000,,,,0.000000,,689,,5207.00,0.82,0.95,,,4.59,,
29212,Kepler-913 b,0,10.29667198,,,,,,,,,5440.00,0.81,0.95,,-0.282,4.59,,2.4830
29213,Kepler-913 b,0,10.29664732,,,,,,,,,5440.00,0.81,0.95,,-0.282,4.59,,2.4830
29214,Kepler-913 b,0,10.29672521,,,,,,,,,4687.00,0.61,0.63,-0.520,,4.67,5.620,
29215,Kepler-913 c,0,5.93919041,0.069900,,,,0.000000,801.92,1357,,6068.00,1.80,1.29,0.160,,4.04,,4.3751
29216,Kepler-913 c,0,5.93918879,0.060800,,,,0.000000,122.82,849,,5412.00,0.77,0.86,-0.200,,4.59,,4.7280
29217,Kepler-913 c,0,5.93918879,0.060800,,,,0.000000,122.82,849,,5412.00,0.77,0.86,-0.200,,4.59,,4.7280
29218,Kepler-913 c,0,5.93916000,0.063000,,,,0.000000,,829,,5207.00,0.82,0.95,,,4.59,,
29219,Kepler-913 c,0,5.93919041,,,,,,,,,5440.00,0.81,0.95,,-0.282,4.59,,2.4830
29220,Kepler-913 c,0,5.93918879,0.060800,,,,0.000000,122.82,849,,5412.00,0.77,0.86,-0.200,,4.59,,4.7280
29221,Kepler-913 c,0,5.93911982,,,,,,,,,6068.00,1.80,1.29,0.160,,4.04,,4.3751
29222,Kepler-914 b,0,4.40966548,0.054600,,,,0.000000,468.00,1186,,5862.00,1.15,1.12,0.320,,4.37,,4.1027
29223,Kepler-914 b,0,4.40966548,,,,,,,,,5877.00,1.15,1.10,0.220,,4.36,3.980,
29224,Kepler-914 b,0,,,,,,,568.38,,,5804.00,1.28,,,,,,
29225,Kepler-914 b,0,4.40966750,,,,,,,,,5782.74,1.32,1.04,0.253,0.245,4.21,,0.6369
29226,Kepler-914 b,0,4.40966548,0.054600,,,,0.000000,468.00,1186,,5862.00,1.15,1.12,0.320,,4.37,,4.1027
29227,Kepler-914 b,0,4.40966750,0.054400,,,,0.000000,476.94,1192,,5836.00,1.17,1.10,0.300,,4.35,,0.8304
29228,Kepler-914 b,0,4.40966548,0.054600,,,,0.000000,468.00,1186,,5862.00,1.15,1.12,0.320,,4.37,,4.1027
29229,Kepler-914 b,0,4.40965631,,,,,,,,,5782.74,1.32,1.04,0.253,0.245,4.21,,0.6369
29230,Kepler-914 b,0,4.40967300,0.055000,,,,0.000000,,1181,,5864.00,1.15,1.15,,,4.38,2.900,
29231,Kepler-915 b,0,4.59489604,0.054200,,,,0.000000,719.89,1321,,6432.00,1.18,1.00,-0.460,,4.30,,1.6431
29232,Kepler-915 b,0,4.59489604,0.054200,,,,0.000000,719.89,1321,,6432.00,1.18,1.00,-0.460,,4.30,,1.6431
29233,Kepler-915 b,0,4.59489816,,,,,,,,,6197.86,1.55,1.19,0.023,0.506,4.13,,0.4486
29234,Kepler-915 b,0,4.59489604,,,,,,,,,6173.00,1.38,1.21,0.080,,4.24,3.390,
29235,Kepler-915 b,0,4.59492000,0.057000,,,,0.000000,,1341,,6454.00,1.26,1.18,,,4.31,2.380,
29236,Kepler-915 b,0,4.59489604,0.054200,,,,0.000000,719.89,1321,,6432.00,1.18,1.00,-0.460,,4.30,,1.6431
29237,Kepler-915 b,0,4.59489816,0.056600,,,,0.000000,716.65,1319,,6056.00,1.38,1.15,0.100,,4.22,,0.0548
29238,Kepler-915 b,0,,,,,,,844.75,,,6081.00,1.49,,,,,,
29239,Kepler-916 b,0,,,,,,,14.68,,,5250.00,0.88,,,,,,
29240,Kepler-916 b,0,32.29687980,0.194900,,,,0.000000,14.36,496,,5412.00,0.84,0.94,0.140,,4.56,,2.6135
29241,Kepler-916 b,0,32.29635663,,,,,,,,,5175.00,0.90,0.88,,-0.278,4.47,,1.6860
29242,Kepler-916 b,0,32.29861000,0.188000,,,,0.000000,,467,,5315.00,0.75,0.85,,,4.62,0.600,
29243,Kepler-916 b,0,32.29642750,0.188500,,,,0.000000,15.14,503,,5246.00,0.89,0.85,0.140,,4.47,,2.8570
29244,Kepler-916 b,0,32.29687980,0.194900,,,,0.000000,14.36,496,,5412.00,0.84,0.94,0.140,,4.56,,2.6135
29245,Kepler-916 b,0,32.29687980,,,,,,,,,5248.00,0.81,0.85,-0.050,,4.56,4.790,
29246,Kepler-916 b,0,32.29642750,,,,,,,,,5175.00,0.90,0.88,,-0.278,4.47,,1.6860
29247,Kepler-916 b,0,32.29648019,,,,,,,,,5175.00,0.90,0.88,,-0.278,4.47,,1.6860
29248,Kepler-916 b,0,32.29687980,0.194900,,,,0.000000,14.36,496,,5412.00,0.84,0.94,0.140,,4.56,,2.6135
29249,Kepler-917 b,0,2.97041801,0.037800,,,,0.000000,228.11,991,,5068.00,0.74,0.83,-0.020,,4.61,,1.9207
29250,Kepler-917 b,0,2.97041437,0.037800,,,,0.000000,235.08,999,,5079.00,0.75,0.82,-0.040,,4.60,,2.1694
29251,Kepler-917 b,0,2.97041437,,,,,,,,,5418.00,0.76,0.80,-0.380,,4.58,4.170,
29252,Kepler-917 b,0,2.97041377,,,,,,,,,5744.00,2.43,1.03,,0.764,3.68,,0.1009
29253,Kepler-917 b,0,2.97041437,0.037800,,,,0.000000,235.08,999,,5079.00,0.75,0.82,-0.040,,4.60,,2.1694
29254,Kepler-917 b,0,2.97041437,0.037800,,,,0.000000,235.08,999,,5079.00,0.75,0.82,-0.040,,4.60,,2.1694
29255,Kepler-917 b,0,2.97041801,,,,,,,,,5744.00,2.43,1.03,,0.764,3.68,,0.1009
29256,Kepler-917 b,0,2.97043900,0.038000,,,,0.000000,,818,,4894.00,0.55,0.80,,,4.87,,
29257,Kepler-918 b,0,4.85384040,0.056900,,,,0.000000,288.70,1052,,5778.00,0.97,1.04,0.140,,4.48,,0.0737
29258,Kepler-918 b,0,4.85386933,0.057100,,,,0.000000,348.54,1102,,6061.00,0.97,1.05,-0.100,,4.49,,1.8076
29259,Kepler-918 b,0,,,,,,,258.70,,,5776.00,0.92,,,,,,
29260,Kepler-918 b,0,4.85382000,0.057000,,,,0.000000,,1092,,6042.00,0.96,1.05,,,4.50,0.500,
29261,Kepler-918 b,0,4.85386933,,,,,,,,,6028.00,1.14,1.11,0.060,,4.37,3.240,
29262,Kepler-918 b,0,4.85386933,0.057100,,,,0.000000,348.54,1102,,6061.00,0.97,1.05,-0.100,,4.49,,1.8076
29263,Kepler-918 b,0,4.85384040,,,,,,,,,5736.00,0.99,1.02,,-0.018,4.45,,1.4739
29264,Kepler-918 b,0,4.85386933,0.057100,,,,0.000000,348.54,1102,,6061.00,0.97,1.05,-0.100,,4.49,,1.8076
29265,Kepler-919 b,0,11.04605365,0.098100,,,,0.000000,134.66,869,,6093.00,1.02,1.02,-0.120,,4.43,,0.8807
29266,Kepler-919 b,0,11.04605365,,,,,,,,,5784.00,1.21,1.04,,0.167,4.29,,0.8350
29267,Kepler-919 b,0,11.04603384,0.098100,,,,0.000000,134.66,869,,6093.00,1.02,1.02,-0.120,,4.43,,0.8853
29268,Kepler-919 b,0,11.04585439,,,,,,,,,5784.00,1.21,1.04,,0.167,4.29,,0.8350
29269,Kepler-919 b,0,11.04603384,0.098100,,,,0.000000,134.66,869,,6093.00,1.02,1.02,-0.120,,4.43,,0.8853
29270,Kepler-919 b,0,11.04603384,,,,,,,,,6113.00,1.21,1.15,0.070,,4.33,3.020,
29271,Kepler-919 b,0,11.04594184,,,,,,,,,5784.00,1.21,1.04,,0.167,4.29,,0.8350
29272,Kepler-919 b,0,11.04564000,0.098000,,,,0.000000,,871,,6074.00,1.03,1.04,,,4.42,3.000,
29273,Kepler-919 b,0,,,,,,,153.91,,,6092.00,1.09,,,,,,
29274,Kepler-919 b,0,11.04603384,0.098100,,,,0.000000,134.66,869,,6093.00,1.02,1.02,-0.120,,4.43,,0.8853
29275,Kepler-92 b,0,13.74893300,,,,,0.170000,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29276,Kepler-92 b,0,13.74882983,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29277,Kepler-92 b,0,13.74877800,0.118000,,,,0.000000,,934,,5883.00,1.53,1.17,,,4.14,5.200,
29278,Kepler-92 b,0,13.74882953,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29279,Kepler-92 b,0,13.74882630,0.119400,,,,0.000000,216.31,978,,5871.00,1.70,1.21,0.170,,4.05,,0.3209
29280,Kepler-92 b,0,13.74883059,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29281,Kepler-92 b,0,13.74882630,0.119400,,,,0.000000,216.31,978,,5871.00,1.70,1.21,0.170,,4.05,,0.3209
29282,Kepler-92 b,0,13.74883059,0.117400,,,,0.000000,213.84,975,,5862.00,1.67,1.14,0.160,,4.05,,0.2430
29283,Kepler-92 b,0,,,,,,,257.78,,,5946.00,1.78,,,,,,
29284,Kepler-92 b,0,13.74882630,0.119400,,,,0.000000,216.31,978,,5871.00,1.70,1.21,0.170,,4.05,,0.3209
29285,Kepler-92 b,0,13.74882630,,,,,,,,,5830.00,1.69,1.17,0.190,,4.05,5.890,
29286,Kepler-92 b,0,13.74900000,,64.30000,64.30000,,,,,,,1.70,1.21,,,4.05,,
29287,Kepler-92 c,0,26.72320599,0.186000,,,,0.000000,89.14,784,,5871.00,1.70,1.21,0.170,,4.05,,0.3556
29288,Kepler-92 c,0,26.72428000,0.184000,,,,0.000000,,748,,5883.00,1.53,1.17,,,4.14,5.200,
29289,Kepler-92 c,0,26.72320347,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29290,Kepler-92 c,0,26.72276304,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29291,Kepler-92 c,0,26.72316900,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29292,Kepler-92 c,0,,,,,,,106.21,,,5946.00,1.78,,,,,,
29293,Kepler-92 c,0,26.72311000,,,,,0.040000,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29294,Kepler-92 c,0,26.72320599,,,,,,,,,5830.00,1.69,1.17,0.190,,4.05,5.890,
29295,Kepler-92 c,0,26.72300000,,6.10000,6.10000,,,,,,,1.70,1.21,,,4.05,,
29296,Kepler-92 c,0,26.72320599,0.186000,,,,0.000000,89.14,784,,5871.00,1.70,1.21,0.170,,4.05,,0.3556
29297,Kepler-92 c,0,26.72316900,0.182900,,,,0.000000,88.10,781,,5862.00,1.67,1.14,0.160,,4.05,,0.3806
29298,Kepler-92 c,0,26.72320599,0.186000,,,,0.000000,89.14,784,,5871.00,1.70,1.21,0.170,,4.05,,0.3556
29299,Kepler-92 d,0,,,,,,,46.84,,,5946.00,1.78,,,,,,
29300,Kepler-92 d,0,49.35688490,0.280100,,,,0.000000,39.31,639,,5871.00,1.70,1.21,0.170,,4.05,,0.3182
29301,Kepler-92 d,0,49.35679070,0.275400,,,,0.000000,38.86,637,,5862.00,1.67,1.14,0.160,,4.05,,0.2907
29302,Kepler-92 d,0,49.35899000,0.278000,,,,0.000000,,608,,5883.00,1.53,1.17,,,4.14,5.200,
29303,Kepler-92 d,0,49.35705650,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29304,Kepler-92 d,0,49.35688490,0.280100,,,,0.000000,39.31,639,,5871.00,1.70,1.21,0.170,,4.05,,0.3182
29305,Kepler-92 d,0,49.35780383,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29306,Kepler-92 d,0,49.35680000,,,,,0.070000,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29307,Kepler-92 d,0,49.35679070,,,,,,,,,5904.34,1.82,1.07,0.138,0.558,3.95,,0.2514
29308,Kepler-92 d,0,49.35688490,,,,,,,,,5830.00,1.69,1.17,0.190,,4.05,5.890,
29309,Kepler-92 d,0,49.35688490,0.280100,,,,0.000000,39.31,639,,5871.00,1.70,1.21,0.170,,4.05,,0.3182
29310,Kepler-920 b,0,6.53194024,0.065000,,,,0.000000,159.66,907,,5301.00,0.98,0.86,0.160,,4.39,,0.3384
29311,Kepler-920 b,0,6.53195343,,,,,,,,,5340.00,0.95,0.92,,-0.183,4.45,,1.5298
29312,Kepler-920 b,0,6.53192704,0.068600,,,,0.000000,156.69,902,,5638.00,0.90,1.00,0.140,,4.53,,1.8586
29313,Kepler-920 b,0,6.53192704,0.068600,,,,0.000000,156.69,902,,5638.00,0.90,1.00,0.140,,4.53,,1.8586
29314,Kepler-920 b,0,,,,,,,153.14,,,5306.00,0.95,,,,,,
29315,Kepler-920 b,0,6.53251000,0.068000,,,,0.000000,,844,,5426.00,0.85,1.00,,,4.58,,
29316,Kepler-920 b,0,6.53192704,,,,,,,,,5403.00,0.85,0.89,0.000,,4.54,4.370,
29317,Kepler-920 b,0,6.53194024,,,,,,,,,5340.00,0.95,0.92,,-0.183,4.45,,1.5298
29318,Kepler-920 b,0,6.53192470,,,,,,,,,5340.00,0.95,0.92,,-0.183,4.45,,1.5298
29319,Kepler-920 b,0,6.53192704,0.068600,,,,0.000000,156.69,902,,5638.00,0.90,1.00,0.140,,4.53,,1.8586
29320,Kepler-920 c,0,100.82741130,,,,,,,,,5403.00,0.85,0.89,0.000,,4.54,4.370,
29321,Kepler-920 c,0,,,,,,,3.99,,,5306.00,0.95,,,,,,
29322,Kepler-920 c,0,100.82741130,0.425000,,,,0.000000,4.08,363,,5638.00,0.90,1.00,0.140,,4.53,,1.0798
29323,Kepler-920 c,0,100.82767250,,,,,,,,,5340.00,0.95,0.92,,-0.183,4.45,,1.5298
29324,Kepler-920 c,0,100.82767250,0.402900,,,,0.000000,4.16,364,,5301.00,0.98,0.86,0.160,,4.39,,0.7147
29325,Kepler-920 c,0,100.82741130,0.425000,,,,0.000000,4.08,363,,5638.00,0.90,1.00,0.140,,4.53,,1.0798
29326,Kepler-920 c,0,100.82868743,,,,,,,,,5340.00,0.95,0.92,,-0.183,4.45,,1.5298
29327,Kepler-920 c,0,100.82741130,0.425000,,,,0.000000,4.08,363,,5638.00,0.90,1.00,0.140,,4.53,,1.0798
29328,Kepler-920 c,0,100.82799937,,,,,,,,,5340.00,0.95,0.92,,-0.183,4.45,,1.5298
29329,Kepler-921 b,0,51.30063400,0.271600,,,,0.000000,13.86,492,,6032.00,0.93,1.01,-0.180,,4.51,,0.0632
29330,Kepler-921 b,0,51.30063400,,,,,,,,,5663.00,0.91,0.93,-0.120,,4.50,4.270,
29331,Kepler-921 b,0,51.30118440,0.271600,,,,0.000000,13.86,492,,6032.00,0.93,1.01,-0.180,,4.51,,2.9870
29332,Kepler-921 b,0,51.30063400,0.271600,,,,0.000000,13.86,492,,6032.00,0.93,1.01,-0.180,,4.51,,0.0632
29333,Kepler-921 b,0,51.30020000,0.274000,,,,0.000000,,494,,6034.00,0.94,1.04,,,4.51,0.300,
29334,Kepler-921 b,0,,,,,,,15.01,,,6040.00,0.96,,,,,,
29335,Kepler-921 b,0,51.30172621,,,,,,,,,5572.42,1.04,0.98,-0.301,-0.030,4.40,,1.2391
29336,Kepler-921 b,0,51.30118440,,,,,,,,,5572.42,1.04,0.98,-0.301,-0.030,4.40,,1.2391
29337,Kepler-921 b,0,51.30063400,0.271600,,,,0.000000,13.86,492,,6032.00,0.93,1.01,-0.180,,4.51,,0.0632
29338,Kepler-922 b,0,0.93846683,0.018600,,,,0.000000,3070.23,1898,,5902.00,0.99,0.98,-0.100,,4.44,,3.7607
29339,Kepler-922 b,0,0.93846696,0.018200,,,,0.000000,2919.17,1876,,5499.00,1.09,0.91,0.120,,4.32,,3.7820
29340,Kepler-922 b,0,0.93846696,,,,,,,,,5568.88,0.92,0.98,-0.166,-0.133,4.50,,1.7659
29341,Kepler-922 b,0,0.93846683,0.018600,,,,0.000000,3070.23,1898,,5902.00,0.99,0.98,-0.100,,4.44,,3.7607
29342,Kepler-922 b,0,0.93846683,0.018600,,,,0.000000,3070.23,1898,,5902.00,0.99,0.98,-0.100,,4.44,,3.7607
29343,Kepler-922 b,0,0.93847040,0.019000,,,,0.000000,,1866,,5885.00,0.98,0.97,,,4.44,4.700,
29344,Kepler-922 b,0,,,,,,,2142.63,,,5534.00,0.92,,,,,,
29345,Kepler-922 b,0,0.93846683,,,,,,,,,5671.00,0.93,0.95,-0.050,,4.48,4.370,
29346,Kepler-922 b,0,0.93846800,,,,,,,,,5568.88,0.92,0.98,-0.166,-0.133,4.50,,1.7659
29347,Kepler-923 b,0,,,,,,,390.64,,,5987.00,1.32,,,,,,
29348,Kepler-923 b,0,6.93365167,,,,,,,,,5977.00,1.37,1.10,,0.333,4.21,,0.6064
29349,Kepler-923 b,0,6.93366476,0.075900,,,,0.000000,291.47,1054,,6194.00,1.13,1.21,0.210,,4.42,,0.7285
29350,Kepler-923 b,0,6.93365167,0.071500,,,,0.000000,351.27,1104,,5861.00,1.30,1.01,0.000,,4.21,,0.0589
29351,Kepler-923 b,0,6.93380000,0.073000,,,,0.000000,,985,,6119.00,0.97,1.07,,,4.49,0.300,
29352,Kepler-923 b,0,6.93366476,0.075900,,,,0.000000,291.47,1054,,6194.00,1.13,1.21,0.210,,4.42,,0.7285
29353,Kepler-923 b,0,6.93366476,,,,,,,,,5988.00,1.26,1.11,0.070,,4.28,4.680,
29354,Kepler-923 b,0,6.93366476,0.075900,,,,0.000000,291.47,1054,,6194.00,1.13,1.21,0.210,,4.42,,0.7285
29355,Kepler-924 b,0,61.03701170,,,,,,,,,6167.00,1.23,1.14,0.010,,4.32,3.090,
29356,Kepler-924 b,0,61.03701170,0.310100,,,,0.000000,15.81,509,,6372.00,1.01,1.07,-0.320,,4.45,,0.0953
29357,Kepler-924 b,0,61.03701170,0.310100,,,,0.000000,15.81,509,,6372.00,1.01,1.07,-0.320,,4.45,,0.0953
29358,Kepler-924 b,0,61.03701170,0.310100,,,,0.000000,15.81,509,,6372.00,1.01,1.07,-0.320,,4.45,,0.0953
