# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 14:14:16 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
#
pl_name,pl_controv_flag,pl_orbper,pl_orbsmax,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
OGLE-TR-182 b,0,3.97910000,0.051000,320.99500,320.99500,,0.000000,,,,5924.00,1.14,1.14,,,,,
OGLE-TR-182 b,0,3.97910000,0.052050,336.89980,336.89980,0.44200,,,1550,,5924.00,1.53,1.19,0.370,,4.14,4.300,0.4600
OGLE-TR-182 b,0,3.97910000,0.052050,340.07810,340.07810,0.41000,0.270000,,,,5924.00,1.53,1.19,0.370,,,4.300,
OGLE-TR-211 b,0,3.67724000,0.051050,238.37250,238.37250,0.49476,,,1686,,6325.00,1.56,1.31,0.110,,4.17,2.600,0.4860
OGLE-TR-211 b,0,3.67724000,0.051000,327.35100,327.35100,,0.000000,,,,6325.00,1.64,1.33,,,,,
OGLE-TR-211 b,0,3.67724000,0.051060,216.12440,216.12440,0.42000,0.580000,,,,6325.00,1.56,1.31,0.110,,,2.600,
OGLE-TR-56 b,0,,,394.10920,394.10920,,,,,F8 V,6119.00,1.15,1.17,0.250,,4.21,,
OGLE-TR-56 b,0,1.21190000,0.022500,286.04700,286.04700,0.50000,0.000000,,,,5900.00,1.10,1.04,,,,,
OGLE-TR-56 b,0,1.21190900,,410.00070,410.00070,,,,,,6119.00,1.32,1.17,0.250,,4.21,,
OGLE-TR-56 b,0,1.21191890,,375.03940,375.03940,,0.000000,,,,5970.00,1.12,1.10,0.170,,4.20,,
OGLE-TR-56 b,0,1.21191096,0.024530,448.14030,448.14030,0.33600,,,2482,,6119.00,1.74,1.34,0.250,,4.09,3.000,0.3610
OGLE-TR-56 b,0,1.21191890,0.023830,441.77000,441.77000,0.68000,,,2212,,6050.00,,,,0.350,,,
OGLE-TR-56 b,0,1.21191096,0.019420,441.76500,441.76500,,0.000000,,,,,1.36,1.23,,,,,
OGLE-TR-56 b,0,1.21190900,0.023860,413.17900,413.17900,1.00000,,,2140,,6119.00,1.26,1.23,0.250,,4.33,1.700,0.8700
OGLE-TR-56 b,0,1.21191096,0.023850,1048.83900,1048.83900,1.59000,0.670000,,,,6050.00,1.36,1.23,0.220,,,3.000,
OGLE2-TR-L9 b,0,2.48553300,0.040400,1379.38220,1379.38220,1.37000,,,2039,,6933.00,1.50,1.42,-0.050,,4.24,1.000,0.5890
OGLE2-TR-L9 b,0,2.48553417,0.040470,1398.45200,1398.45200,1.25000,,,2034,,6933.00,1.50,1.43,-0.050,,4.24,1.000,0.5970
OGLE2-TR-L9 b,0,2.48553350,0.030800,1430.17500,1430.17500,,,,,,6933.00,1.53,1.52,,,,,
Oph 11 b,0,7300000.00000000,243.000000,4449.62000,4449.62000,,,,2175,M9,2375.00,,0.02,,-2.770,4.25,5.000,
Oph 11 b,0,,,6674.43000,6674.43000,,,,,,,,0.05,,,,0.011,
PDS 70 b,0,43500.00000000,22.000000,2542.64000,2542.64000,,,,1200,K7,3972.00,1.26,0.76,,-0.456,,0.005,
PDS 70 b,0,,22.200000,,,,0.030000,,,,3972.00,1.26,0.76,,,,0.005,
PDS 70 b,0,,20.600000,,,,,,,,,,,,,,0.005,
PDS 70 b,0,,20.000000,953.49000,953.49000,,0.190000,,1204,,3972.00,,,,,,0.005,
PDS 70 c,0,,34.000000,635.66000,635.66000,,0.110000,,995,,3972.00,,,,,,0.005,
PDS 70 c,0,,34.500000,,3333.87385,,,,,,,,,,,,0.005,
PH1 b,0,138.31700000,0.652000,169.00000,169.00000,,0.070200,,481,F,6407.00,1.73,1.53,0.210,,4.14,2.000,0.2930
PH2 b,0,,,,,,,1.21,,,5676.00,0.95,,,,,,
PH2 b,0,282.52535580,0.836000,,,,0.000000,1.15,264,,5725.00,0.91,0.97,0.000,,4.51,,2.2641
PH2 b,0,282.52548560,,,,,,,,,5779.00,0.94,1.00,-0.020,,4.50,2.040,
PH2 b,0,282.52548560,0.845400,,,,0.000000,2.06,306,,6007.00,1.12,1.01,-0.080,,4.34,,2.1472
PH2 b,0,282.52535580,,,,,,,,,5823.00,0.93,1.05,,-0.051,4.53,,1.8625
PH2 b,0,282.52548560,0.845400,,,,0.000000,2.06,306,,6007.00,1.12,1.01,-0.080,,4.34,,2.1472
PH2 b,0,282.52543680,,,,,,,,,5823.00,0.93,1.05,,-0.051,4.53,,1.8625
PH2 b,0,282.52550000,0.828000,,,,0.410000,,281,,5629.00,1.00,0.94,-0.078,-0.102,4.41,,1.3000
PH2 b,0,282.52545950,,,,,,,,,5823.00,0.93,1.05,,-0.051,4.53,,1.8625
PH2 b,0,282.52500000,,25426.40000,25426.40000,,,,,,5629.00,1.00,0.94,-0.080,,,,
PH2 b,0,282.52551700,,,,,,,,,5823.00,0.93,1.05,,-0.051,4.53,,1.8625
PH2 b,0,282.52548560,0.845400,,,,0.000000,2.06,306,,6007.00,1.12,1.01,-0.080,,4.34,,2.1472
POTS-1 b,0,3.16062960,0.037340,734.16000,734.16000,,,,,K5 V,4400.00,0.59,0.69,-0.030,,4.63,,4.8140
PSR B0329+54 b,0,10140.00000000,10.260000,,1.97000,,0.236000,,,,,,1.44,,,,,
PSR B1257+12 b,0,25.34000000,0.190000,,0.01500,,0.000000,,,,,,,,,,,
PSR B1257+12 b,0,25.26200000,0.190000,0.02000,0.02000,,0.000000,,,,,,1.40,,,,3.000,
PSR B1257+12 c,0,66.56300000,0.360000,,3.40000,,0.022000,,,,,,,,,,0.800,
PSR B1257+12 c,0,66.53600000,0.360000,,3.40000,,0.018200,,,,,,,,,,,
PSR B1257+12 c,0,66.54190000,0.360000,4.30000,4.30000,,0.018600,,,,,,1.40,,,,3.000,
PSR B1257+12 d,0,98.21140000,0.460000,3.90000,3.90000,,,,,,,,1.40,,,,3.000,
PSR B1257+12 d,0,98.22300000,0.470000,,2.80000,,0.026400,,,,,,,,,,,
PSR B1257+12 d,0,98.23400000,0.470000,,2.80000,,0.020000,,,,,,,,,,0.800,
PSR B1620-26 b,0,,23.000000,794.57500,794.57500,,,,,,,,1.35,,,,,
PSR J1719-1438 b,0,0.09070629,0.004400,382.80000,382.80000,23.00000,0.060000,,,,4500.00,,1.40,,,,12.500,
PSR J2322-2650 b,0,0.32296400,0.010200,,252.64307,1.84000,0.001700,,,,,,1.40,,,,,
Pr0201 b,0,4.42640000,0.060000,,171.62820,,0.000000,,,,6174.00,1.15,1.24,0.190,,4.41,,
Pr0201 b,0,4.42640000,,,171.62820,,0.000000,,,,6174.00,1.17,1.23,,,,,
Pr0211 b,0,2.14510000,,,586.07852,,0.000000,,,,5326.00,0.87,0.95,,,,,
Pr0211 b,0,2.14610000,0.031760,,597.52040,,0.011000,,,,5300.00,0.83,0.94,0.180,,4.51,0.578,
Pr0211 c,0,4850.00000000,5.500000,,2475.89570,,0.710000,,,,5300.00,0.83,0.94,0.180,,4.51,0.578,
Proxima Cen b,0,11.18600000,0.048500,,1.27000,,0.350000,0.65,234,M5.5 V,3050.00,0.14,0.12,,-2.810,,,
Proxima Cen b,0,11.18550000,,,,,0.080000,,,,,0.15,,,,,,
Qatar-1 b,0,1.42002406,0.022980,405.23325,405.23325,1.20000,,,,,,0.78,0.80,0.200,,4.56,9.800,2.3670
Qatar-1 b,0,1.42002586,0.023130,410.95419,410.95419,1.08000,,,1388,,4910.00,0.80,0.82,0.200,,4.55,1.190,2.2840
Qatar-1 b,0,1.42002504,0.023430,422.71390,422.71390,1.10000,0.000000,,1389,,4910.00,0.80,0.85,0.200,,4.55,4.500,2.2800
Qatar-1 b,0,1.42002504,0.023430,,,,,,,,4910.00,0.80,,,,,,
Qatar-1 b,0,1.42002504,0.023430,419.85343,419.85343,0.99000,0.012000,,,,4910.00,0.80,0.85,0.200,,,11.600,
Qatar-1 b,0,1.42002420,0.023320,411.27202,411.27202,1.07600,0.000000,,1418,,5013.00,0.80,0.84,0.171,-0.438,4.55,,2.2860
Qatar-1 b,0,1.42002586,,,,,,,,,4910.00,,,,,,2.700,
Qatar-1 b,0,1.42002460,,,,,,,,,4910.00,0.77,0.80,0.200,-0.510,4.57,,2.5012
Qatar-1 b,0,1.42003300,0.023430,346.42000,346.42000,0.91800,0.000000,,,,4861.00,0.82,0.85,,,,,
Qatar-10 b,0,1.64532100,0.028600,233.92288,233.92288,0.24800,0.000000,,1955,F7 V,6124.00,1.25,1.16,0.016,0.300,4.30,3.200,0.8230
Qatar-2 b,0,1.33711677,0.021360,783.76878,783.76878,2.35600,0.000000,,1285,,,0.70,0.73,,,,,2.9470
Qatar-2 b,0,1.33711405,,,,,,,,,4459.00,0.76,0.70,,-0.683,4.52,,2.2178
Qatar-2 b,0,1.33711647,0.021530,792.63500,792.63500,1.57300,0.000000,,1344,,4645.00,0.78,0.74,0.020,,4.53,5.000,2.2410
Qatar-2 b,0,1.33700000,,,,,,,,,4459.00,0.76,0.70,,-0.683,4.52,,2.2178
Qatar-2 b,0,1.33711655,0.021600,826.35800,826.35800,,0.000000,,,,4645.00,0.71,0.74,-0.020,,4.60,1.400,
Qatar-2 b,0,1.33711647,0.021530,785.04010,785.04010,1.55200,0.011000,,,,4645.00,0.78,0.74,0.020,,,7.000,
Qatar-2 b,0,1.33711569,,,,,,,,,,0.66,,,,,,
Qatar-2 b,0,1.33711820,0.021490,790.41000,790.41000,2.20800,0.000000,,1292,,4645.00,0.71,0.74,0.020,,4.60,,2.8900
Qatar-2 b,0,1.33711600,,,,,,,,,,0.66,,,,,,
Qatar-3 b,0,2.50792040,0.037830,1369.84730,1369.84730,4.00000,0.000000,1330.00,1681,G0 V,6007.00,1.27,1.15,-0.041,0.279,4.29,0.310,0.7800
Qatar-3 b,0,2.50789520,,,,,,,,,6207.39,1.73,1.19,-0.069,0.601,4.04,,0.3256
Qatar-4 b,0,1.80537040,,,,,,,,,5090.00,0.82,0.85,,-0.390,4.54,,2.1691
Qatar-4 b,0,1.80535640,0.028030,1938.76300,1938.76300,5.10000,0.000000,614.00,1385,K1 V,5215.00,0.85,0.90,0.103,-0.318,4.53,0.170,2.0700
Qatar-5 b,0,2.87923190,0.041270,1373.02560,1373.02560,3.95000,0.000000,669.00,1415,G2 V,5747.00,1.08,1.13,0.377,0.056,4.43,0.530,1.2860
Qatar-5 b,0,2.87931050,,,,,,,,,5583.00,1.11,0.99,,0.036,4.34,,1.0080
Qatar-6 b,0,3.50619500,0.042300,212.31044,212.31044,,0.000000,,1006,K2 V,5052.00,0.72,0.82,-0.025,-0.514,4.64,1.020,3.0800
Qatar-7 b,0,2.03204600,0.035200,597.52040,597.52040,0.50200,0.000000,,2053,F4 V,6387.00,1.56,1.41,0.276,0.563,4.20,1.690,0.5210
Qatar-8 b,0,3.71495000,0.047400,117.91493,117.91493,0.21600,0.000000,,1457,G0 V,5738.00,1.31,1.03,0.025,0.228,4.21,8.300,0.6410
Qatar-8 b,0,3.71464280,,,,,,,,,5783.00,1.32,1.04,,0.247,4.21,,0.6314
Qatar-9 b,0,1.54073100,0.023400,378.21770,378.21770,1.43000,0.000000,,1134,K5 V,4309.00,0.70,0.72,0.252,-0.821,4.61,7.500,3.0150
ROXs 12 b,0,,214.000000,,,,0.830000,,,,3547.00,1.07,0.48,,-0.790,4.07,,0.5629
ROXs 12 b,0,,210.000000,5085.00000,5085.00000,,,,,M0,3850.00,,0.87,,,,0.008,
ROXs 42 B b,0,,157.000000,2860.00000,2860.00000,,,,1975,M0,,,1.00,,,,0.003,
ROXs 42 B b,0,,140.000000,,,,0.580000,,,,3433.00,1.34,,,,,,
ROXs 42 B b,0,,150.000000,3337.10000,3337.10000,,,,2200,M0,,,1.00,,,,0.003,
RR Cae b,0,4343.50000000,5.300000,,1334.88600,,0.000000,,,M,,,0.44,,,,,
Ross 128 b,0,9.86580000,0.049600,,1.40000,,0.116000,1.38,301,M4,3192.00,0.20,0.17,-0.020,-2.441,,5.000,
Ross 458 c,0,,1100.000000,1906.98000,1906.98000,,,,,,3646.00,0.56,0.56,,-1.298,4.68,,4.4060
Ross 458 c,0,,1100.000000,2542.64000,2542.64000,,,,,,3646.00,0.56,0.56,,-1.298,4.68,,4.4060
SR 12 AB c,0,,,4131.62000,4131.62000,,,,,,,,,,,,,
SWEEPS-11 b,0,1.79600000,0.030000,3082.82000,3082.82000,,,,,,,1.45,1.10,,,,,
SWEEPS-4 b,0,4.20000000,0.055000,1207.70000,1207.70000,,,,,,,1.18,1.24,,,,,
TAP 26 b,0,10.79000000,0.096800,,527.59780,,,,,,4620.00,1.17,1.04,,-0.250,4.50,0.017,
TCP J05074264+2447555 b,0,,0.780000,19.00000,19.00000,,,,,,,,0.49,,,,,
TCP J05074264+2447555 b,0,,0.500000,9.20000,9.20000,,,,,,,,0.25,,,,,
TCP J05074264+2447555 b,0,,0.500000,9.20000,9.20000,,,,,,,,0.25,,,,,
TCP J05074264+2447555 b,0,,0.940000,20.00000,20.00000,,,,,,,,0.59,,,,,
TIC 172900988 b,0,200.45200000,0.902810,942.00000,942.00000,3.64000,0.027100,,,F9,6050.00,1.38,1.24,0.340,,4.25,3.100,
TIC 172900988 b,0,198.85600000,0.898090,869.70000,869.70000,3.40000,0.088000,,,F9,6050.00,1.38,1.24,0.340,,4.25,3.100,
TIC 172900988 b,0,193.96500000,0.883280,837.00000,837.00000,3.18000,0.072800,,,F9,6050.00,1.38,1.24,0.340,,4.25,3.100,
TIC 172900988 b,0,188.83500000,0.867620,823.90000,823.90000,3.19000,0.082600,,,F9,6050.00,1.38,1.24,0.340,,4.25,3.100,
TIC 172900988 b,0,190.37500000,0.872350,845.70000,845.70000,3.36000,0.063100,,,F9,6050.00,1.38,1.24,0.340,,4.25,3.100,
TIC 172900988 b,0,204.04600000,0.913590,981.30000,981.30000,3.77000,0.026900,,,F9,6050.00,1.38,1.24,0.340,,4.25,3.100,
TIC 237913194 b,0,15.16886500,0.120700,617.22586,617.22586,1.84700,0.575000,,974,G3,5788.00,1.09,1.03,0.140,0.078,4.38,5.700,1.0760
TIC 237913194 b,0,15.16891000,,,,,,8.09,469,,5713.00,1.13,,,,4.34,,
TIC 257060897 b,0,3.66001720,,,,,,1491.64,1731,,5988.00,1.89,,,,3.93,,
TIC 257060897 b,0,3.66002800,0.051000,212.94503,212.94503,0.25000,0.030000,,1762,,,1.82,1.32,,0.610,,3.470,0.3102
TOI-1062 b,0,4.11506000,,,,,,124.18,929,,5394.00,0.89,,,,4.51,,
TOI-1062 b,0,4.11296000,0.052000,10.15000,10.15000,4.85000,0.177000,232.00,1077,G9 V,5328.00,0.84,0.94,0.140,,4.55,2.500,2.2200
TOI-1062 c,0,7.97200000,0.080000,,9.78000,,0.140000,95.00,859,G9 V,5328.00,0.84,0.94,0.140,,4.55,2.500,2.2200
TOI-1130 b,0,4.06719000,,,,,,48.04,733,,4236.00,0.69,,,,4.52,,
TOI-1130 b,0,4.06649900,0.043940,,,,0.220000,,810,K7,4250.00,0.69,0.68,0.200,-0.854,4.60,8.200,2.9700
TOI-1130 c,0,8.34998000,,,,,,19.93,588,,4236.00,0.74,,,,4.52,,
TOI-1130 c,0,8.35038100,0.070980,309.56642,309.56642,0.38000,0.047000,,637,K7,4250.00,0.69,0.68,0.200,-0.854,4.60,8.200,2.9700
TOI-1201 b,0,2.49197708,,,,,,39.65,640,,3948.00,0.48,,,,4.69,,
TOI-1201 b,0,2.49198630,0.028700,6.28000,6.28000,2.45000,0.000000,40.60,703,M2.0 V,3476.00,0.51,0.51,0.050,-1.469,4.80,,5.5000
TOI-122 b,0,5.07803000,,,,,,4.02,394,,3318.00,0.33,,,,4.96,,
TOI-122 b,0,5.07803000,0.039200,,,,0.000000,8.80,471,M3 V,3403.00,0.33,0.31,,-1.854,4.88,2.000,12.8000
TOI-1231 b,0,24.24558600,0.128800,15.40000,15.40000,1.74000,0.087000,1.93,330,M3 V,3553.00,0.48,0.48,0.041,-1.487,4.77,,6.3100
TOI-1231 b,0,24.24558221,,,,,,1.95,301,,3535.00,0.47,,,,4.85,,
TOI-1235 b,0,3.44470300,,,,,,57.87,703,,3912.00,0.63,,,,4.63,,
TOI-1235 b,0,3.44471700,0.038260,5.90000,5.90000,6.70000,,60.30,775,M0.5 V,3997.00,0.62,0.63,0.330,-1.054,4.64,5.300,3.7400
TOI-1235 b,0,3.44472900,0.038450,6.91000,6.91000,7.40000,0.150000,53.60,754,,3872.00,0.63,0.64,0.050,-1.097,4.65,,3.6100
TOI-125 b,0,4.65183000,,,,,,205.31,1054,,5154.00,0.85,,,,4.47,,
TOI-125 b,0,4.65382000,0.052100,,,,0.183000,179.00,1029,K0 V,5282.00,0.85,0.87,0.069,-0.293,4.52,6.600,1.9900
TOI-125 b,0,4.65382000,0.051860,9.50000,9.50000,2.57000,0.194000,185.00,1037,K0 V,5320.00,0.85,0.86,-0.020,-0.285,4.52,6.800,1.9900
TOI-125 c,0,9.15067000,0.081800,,,,0.065000,75.39,821,K0 V,5282.00,0.85,0.87,0.069,-0.293,4.52,6.600,1.9900
TOI-125 c,0,9.16547700,,,,,,73.23,746,,5154.00,0.85,,,,4.47,,
TOI-125 c,0,9.15059000,0.081400,6.63000,6.63000,1.73000,0.066000,77.59,828,K0 V,5320.00,0.85,0.86,-0.020,-0.285,4.52,6.800,1.9900
TOI-125 d,0,19.98000000,0.137000,13.60000,13.60000,2.98000,0.168000,26.70,638,K0 V,5320.00,0.85,0.86,-0.020,-0.285,4.52,6.800,1.9900
TOI-125 d,0,19.98186700,,,,,,26.95,581,,5154.00,0.90,,,,4.47,,
TOI-1259 A b,0,3.47797200,,,,,,153.14,897,,4699.00,0.77,,,,4.55,,
TOI-1259 A b,0,3.47797800,0.040700,140.16233,140.16233,0.51300,0.000000,,963,,4775.00,0.71,0.74,-0.500,,4.61,4.800,2.9200
TOI-1260 b,0,3.12716000,,,,,,103.28,813,,4225.00,0.69,,,,4.58,,
TOI-1260 b,0,3.12748000,0.036600,8.60000,8.60000,3.69000,0.000000,91.00,860,K6 V,4227.00,0.65,0.66,-0.100,-0.857,4.57,,3.4300
TOI-1260 c,0,7.49123700,,,,,,32.22,608,,4225.00,0.69,,,,4.58,,
TOI-1260 c,0,7.49325000,0.065600,11.80000,11.80000,2.87000,0.000000,28.40,643,K6 V,4227.00,0.65,0.66,-0.100,-0.857,4.57,,3.4300
TOI-1266 b,0,10.89541100,,,,,,5.51,391,,3618.00,0.44,,,,4.79,,
TOI-1266 b,0,10.89484300,0.073600,13.50000,13.50000,,0.090000,4.90,413,M3,3600.00,0.42,0.45,-0.500,,4.85,,8.9900
TOI-1266 c,0,18.79545000,,,,,,2.66,326,,3618.00,0.44,,,,4.79,,
TOI-1266 c,0,18.80151000,0.105800,2.20000,2.20000,,0.040000,2.30,344,M3,3600.00,0.42,0.45,-0.500,,4.85,,8.9900
TOI-1278 b,0,14.47567000,0.095000,5879.82553,5879.82553,18.00000,0.013000,,,M0 V,3799.00,0.57,0.54,-0.010,-1.212,4.68,,
TOI-1278 b,0,14.47621700,,,,,,6.54,408,,3841.00,0.55,,,,4.69,,
TOI-1296 b,0,3.94437150,0.049700,94.71287,94.71287,0.19800,0.055000,,1562,,5603.00,1.66,1.17,0.440,0.390,4.05,6.900,0.3240
TOI-1296 b,0,3.94433809,,,,,,1078.61,1462,,5494.00,1.75,,,,3.93,,
TOI-1298 b,0,4.53722209,,,,,,731.99,1327,,5731.00,1.49,,,,4.10,,
TOI-1298 b,0,4.53716400,0.059000,113.14691,113.14691,0.74300,0.032000,,1388,,5889.00,1.41,1.44,0.490,0.334,4.39,1.600,0.6700
TOI-132 b,0,2.10366000,,,,,,1079.31,1596,,5673.00,0.94,,,,4.55,,
TOI-132 b,0,2.10970190,0.026000,22.40000,22.40000,3.08000,0.059000,860.00,1395,G8 V,5397.00,0.90,0.97,0.160,-0.222,4.48,6.340,1.8900
TOI-1333 b,0,4.72021900,0.062600,753.25710,753.25710,1.08000,0.073000,,1679,,6274.00,1.93,1.46,0.119,0.713,4.03,2.330,0.2890
TOI-1333 b,0,4.72088000,,,,,,1076.67,1595,,6696.00,1.80,,,,4.08,,
TOI-1338 b,0,95.17400000,0.460700,33.00000,33.00000,0.56000,0.088000,,,,6050.00,1.33,1.13,0.010,,4.00,4.400,
TOI-1338 b,0,71.41687400,,,,,,65.01,724,,5723.20,3.09,,,,3.60,,
TOI-1431 b,0,2.65044000,,,,,,5400.94,2186,,7400.00,1.94,,,,4.11,,
TOI-1431 b,0,2.65023700,0.046000,991.62463,991.62463,1.17000,0.002200,5300.00,2370,Am C,7690.00,1.92,1.90,0.090,1.068,4.15,0.290,0.3700
TOI-1444 b,0,0.47026940,,3.87000,3.87000,,0.000000,,,,5430.00,0.91,0.93,0.130,,4.49,,1.2400
TOI-1444 b,0,0.47025386,,,,,,5028.88,2148,,5466.00,0.92,,,,4.49,,
TOI-1444 c,0,16.06600000,,,11.80000,,0.000000,,,,5430.00,0.91,0.93,0.130,,4.49,,1.2400
TOI-1478 b,0,10.18021000,,,,,,125.74,932,,5623.00,1.04,,,,4.40,,
TOI-1478 b,0,10.18024900,0.090300,270.47333,270.47333,0.88000,0.024000,,918,,5597.00,1.05,0.95,0.078,-0.013,4.37,9.100,1.1600
TOI-150.01,0,5.85710300,,,,,,750.97,1335,,5982.90,1.68,,,,4.03,,
TOI-150.01,0,5.85734200,0.058300,556.20250,556.20250,0.83000,0.000000,,1493,,6003.00,1.55,1.25,0.235,,4.15,4.300,0.4700
TOI-150.01,0,5.85748700,0.070370,797.75330,797.75330,1.68000,0.262000,,1404,F,6255.00,1.53,1.35,0.280,0.497,4.13,2.346,0.5332
TOI-1518 b,0,1.90260300,0.038900,731.00534,731.00534,,0.010000,,2492,F0,7300.00,1.95,1.79,-0.100,,4.10,,
TOI-1518 b,0,1.90261000,,,,,,19308.80,3284,,9918.00,1.82,,,,4.32,,
TOI-157 b,0,2.08481800,,,,,,1085.30,1464,,5638.00,1.11,,,,4.35,,
TOI-157 b,0,2.08454350,0.031380,375.03940,375.03940,0.68600,0.000000,1062.00,1588,G9 IV,5404.00,1.17,0.95,0.240,0.020,4.28,12.820,0.8420
TOI-1601 b,0,5.33155000,,,,,,1071.42,1593,,5917.00,2.22,,,,3.78,,
TOI-1601 b,0,5.33175100,0.068640,314.65170,314.65170,0.64000,0.036000,,1619,,5948.00,2.19,1.52,0.329,0.732,3.94,2.640,0.2050
TOI-163 b,0,4.23142900,,,,,,1488.97,1584,,6671.00,1.66,,,,4.14,,
TOI-163 b,0,4.23130600,0.058000,387.75260,387.75260,0.49000,0.000000,,1669,F,6495.00,1.65,1.44,0.220,0.636,4.19,1.823,0.4518
TOI-1634 b,0,0.98934300,0.015450,4.91000,4.91000,4.70000,0.160000,121.00,924,M2,3550.00,0.45,0.50,0.230,-1.539,4.83,,7.7700
TOI-1634 b,0,0.98934360,0.014900,10.14000,10.14000,10.40000,0.000000,,920,,3472.00,0.45,0.45,0.190,-1.578,4.79,,6.9800
TOI-1634 b,0,0.98933000,,,,,,122.22,848,,3455.00,0.47,,,,4.77,,
TOI-1685 b,0,0.66917400,,,,,,204.68,965,,3457.00,0.46,,,,4.77,,
TOI-1685 b,0,0.66914030,,3.78000,3.78000,4.21000,,217.00,1069,M3.0 V,3434.00,0.49,0.49,-0.130,-1.519,4.85,1.300,5.7970
TOI-1685 b,0,0.66914160,0.011557,3.43000,3.43000,6.10000,0.000000,,1052,,3461.00,0.46,0.46,0.140,-1.567,4.78,,6.7000
TOI-169 b,0,2.25544770,0.035240,251.40353,251.40353,0.76000,0.000000,1443.00,1715,G1 V,5880.00,1.29,1.15,0.240,0.253,4.28,4.700,0.7560
TOI-172 b,0,9.47725000,0.091400,1722.63860,1722.63860,7.53000,0.380600,299.00,1198,,5645.00,1.78,1.13,0.148,0.461,3.99,7.400,0.2860
TOI-172 b,0,9.47636900,,,,,,401.81,1142,,5801.80,1.79,,,,4.32,,
TOI-1728 b,0,3.49151000,0.039100,26.78000,26.78000,1.14000,0.057000,57.78,767,M0,3980.00,0.62,0.65,0.250,-1.056,4.66,7.100,3.7800
TOI-1728 b,0,3.49156700,,,,,,57.02,701,,3907.00,0.63,,,,4.62,,
TOI-1749 b,0,2.38839000,0.029100,57.00000,57.00000,,0.140000,,831,M0 V,3985.00,0.55,0.58,-0.260,,4.70,0.800,5.0200
TOI-1749 c,0,4.49290000,0.044300,14.00000,14.00000,,0.019000,,673,M0 V,3985.00,0.55,0.58,-0.260,,4.70,0.800,5.0200
TOI-1749 c,0,4.48897600,,,,,,36.16,625,,3959.00,0.56,,,,4.68,,
TOI-1749 d,0,9.04970000,0.070700,15.00000,15.00000,,0.062000,,533,M0 V,3985.00,0.55,0.58,-0.260,,4.70,0.800,5.0200
TOI-1749 d,0,9.04441700,,,,,,14.21,495,,3959.00,0.56,,,,4.68,,
TOI-178 b,0,1.91455800,0.026070,1.50000,1.50000,5.40000,,,1040,K,4316.00,0.65,0.65,-0.230,-0.879,4.45,7.100,3.3100
TOI-178 c,0,3.23845000,0.037000,4.77000,4.77000,5.62000,,,873,K,4316.00,0.65,0.65,-0.230,-0.879,4.45,7.100,3.3100
TOI-178 d,0,6.55770000,0.059200,3.01000,3.01000,0.97600,,,690,K,4316.00,0.65,0.65,-0.230,-0.879,4.45,7.100,3.3100
TOI-178 d,0,6.55770000,,,,,,48.71,735,,4111.00,0.66,,,,4.56,,
TOI-178 e,0,9.95593600,,,,,,20.54,543,,4111.00,0.70,,,,4.56,,
TOI-178 e,0,9.96188100,0.078300,3.86000,3.86000,1.98000,,,600,K,4316.00,0.65,0.65,-0.230,-0.879,4.45,7.100,3.3100
TOI-178 f,0,15.23191500,0.103900,7.72000,7.72000,3.60000,,,521,K,4316.00,0.65,0.65,-0.230,-0.879,4.45,7.100,3.3100
TOI-178 g,0,20.70950000,0.127500,3.94000,3.94000,0.91500,,,470,K,4316.00,0.65,0.65,-0.230,-0.879,4.45,7.100,3.3100
TOI-178 g,0,10.35425200,,,,,,19.50,536,,4111.00,0.70,,,,4.56,,
TOI-1789 b,0,3.20875000,,,,,,2362.05,1942,,5971.40,2.26,,,,3.77,,
TOI-1789 b,0,3.20866400,0.048820,222.47988,222.47988,0.28000,,2300.00,1927,F,5991.00,2.17,1.51,0.373,0.736,3.94,2.730,0.2080
TOI-1807 b,0,0.54934300,,,,,,1592.92,1611,,4612.99,0.74,,,,4.56,,
TOI-1807 b,0,0.54937200,0.008120,,,,,,2100,,4757.00,0.68,0.75,-0.029,-0.671,4.65,0.180,3.3740
TOI-1899 b,0,,,,,,,4.33,368,,3854.00,0.62,,,,4.64,,
